,description.languages,activity,sector,location.country,location.town,borrowers.gender,borrowers.pictured,terms.disbursal_currency,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,delinquent,journal_totals.entries,terms.loan_amount,duration,status
221,,Manufacturing,Manufacturing,Peru,"Puno, Puno",F,TRUE,PEN,partner,partner,FALSE,1.0,500,194.0,paid
222,,Call Center,Services,Peru,Lima,F,TRUE,PEN,partner,partner,FALSE,2.0,350,218.0,paid
223,,Retail,Retail,Peru,Huaraz - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,350,207.0,paid
224,en,Pigs,Agriculture,Philippines,"Monguia, Dupax Del Norte, Nueva Vizcaya",F,TRUE,PHP,partner,partner,FALSE,2.0,225,206.0,paid
225,en,Cereals,Food,Ghana,Dormaa,F,TRUE,GHS,partner,partner,FALSE,1.0,500,186.0,paid
226,en,Food Production/Sales,Food,Philippines,Ilagan Public Market,F,TRUE,PHP,partner,partner,FALSE,2.0,150,205.0,paid
227,en,General Store,Retail,Philippines,Lopez Jaena Misamis Occidental,F,TRUE,PHP,partner,partner,FALSE,3.0,225,201.0,paid
228,en,Farming,Agriculture,Philippines,"Bunawan, Agusan Del Sur",F,TRUE,PHP,partner,partner,FALSE,2.0,225,179.0,paid
229,en,Food Production/Sales,Food,Philippines,Sibutad,F,TRUE,PHP,partner,partner,FALSE,2.0,175,171.0,paid
230,en,Transportation,Transportation,Philippines,"San Carlos, Tukuran, Zamboanga Del Sur",F,TRUE,PHP,partner,partner,FALSE,2.0,150,211.0,paid
231,en,General Store,Retail,Philippines,"Malaubang, Ozamiz City",F,TRUE,PHP,partner,partner,FALSE,2.0,125,199.0,paid
232,en,Clothing Sales,Clothing,Ghana,Dorma,F,TRUE,GHS,partner,partner,FALSE,2.0,425,188.0,paid
233,,Soft Drinks,Food,Peru,San Martín,F,TRUE,PEN,partner,partner,FALSE,1.0,350,146.0,paid
234,,Charcoal Sales,Retail,Peru,Huancayo,F,TRUE,PEN,partner,partner,FALSE,1.0,350,196.0,paid
235,,Animal Sales,Agriculture,Tajikistan,Spitamen,F,TRUE,TJS,partner,partner,FALSE,1.0,475,223.0,paid
236,,General Store,Retail,Peru,Pucallpa-ucayali,F,TRUE,PEN,partner,partner,FALSE,1.0,850,173.0,paid
237,en,General Store,Retail,Philippines,"Sapang Dalaga, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,75,93.0,paid
238,en,Food,Food,Philippines,"Upper Bunawan, Calamba Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,375,200.0,paid
239,,Retail,Retail,Paraguay,Asunción,F,TRUE,PYG,partner,partner,FALSE,1.0,3025,140.0,paid
240,en,Restaurant,Food,Ghana,Goaso,F,TRUE,GHS,partner,partner,FALSE,1.0,500,180.0,paid
241,en,General Store,Retail,Philippines,"Plaridel, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,150,209.0,paid
242,en,Retail,Retail,Philippines,Calamba Misamis Occidental,F,TRUE,PHP,partner,partner,FALSE,2.0,225,201.0,paid
243,en,Transportation,Transportation,Philippines,Clarin Misamis Occidental,M,TRUE,PHP,partner,partner,FALSE,3.0,175,146.0,paid
244,en,Fish Selling,Food,Philippines,"Danao, Plaridel, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,150,207.0,paid
245,en,Fishing,Food,Philippines,"Migcanaway, Tangub City",F,TRUE,PHP,partner,partner,FALSE,2.0,100,207.0,paid
246,en,Motorcycle Transport,Transportation,Philippines,Rizal Santiago City,F,TRUE,PHP,partner,partner,FALSE,2.0,175,188.0,paid
247,en,General Store,Retail,Uganda,Mityana,F,TRUE,UGX,partner,partner,FALSE,1.0,2625,142.0,paid
248,en,Food Production/Sales,Food,Philippines,"Lopez Jaena, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,225,207.0,paid
249,en,Retail,Retail,Philippines,"Clarin,misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,325,248.0,paid
250,en,Retail,Retail,Paraguay,Encarnación,F,TRUE,PYG,partner,partner,FALSE,1.0,1975,114.0,paid
251,en,General Store,Retail,Philippines,"Oroquieta City, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,225,210.0,paid
252,en,Farming,Agriculture,Philippines,"Sinacaban,misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,125,155.0,paid
253,en,General Store,Retail,Philippines,Lopez Jaena Misamis Occidental,F,TRUE,PHP,partner,partner,FALSE,2.0,175,193.0,paid
254,en,General Store,Retail,Philippines,Lopez Jaena Misamis Occidental,F,TRUE,PHP,partner,partner,FALSE,2.0,100,193.0,paid
255,,Fruits & Vegetables,Food,Mali,Sikasso,F,TRUE,XOF,partner,partner,FALSE,2.0,800,239.0,paid
256,en,Weaving,Arts,Cambodia,Khsach Kandal District,F,TRUE,USD,partner,none,FALSE,1.0,500,144.0,paid
257,,Food Production/Sales,Food,Peru,Ollantaytambo,F,TRUE,PEN,lender,partner,FALSE,1.0,525,200.0,paid
258,,Fish Selling,Food,Mali,Segou,F,TRUE,XOF,partner,partner,FALSE,2.0,1425,200.0,paid
259,,Retail,Retail,Mali,Segou,F,TRUE,XOF,partner,partner,FALSE,2.0,1250,217.0,paid
260,en,Cereals,Food,Peru,Huayllacocha,F,TRUE,PEN,partner,partner,FALSE,2.0,675,208.0,paid
261,en,Food Market,Food,Peru,Huayllacocha,F,TRUE,PEN,partner,partner,FALSE,2.0,500,208.0,paid
262,es,Clothing Sales,Clothing,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,325,206.0,paid
263,en,Farming,Agriculture,Philippines,"Bunawan, Agusan Del Sur",F,TRUE,PHP,partner,partner,FALSE,2.0,150,179.0,paid
264,en,Home Products Sales,Retail,Ghana,Goaso,F,TRUE,GHS,partner,partner,FALSE,1.0,625,209.0,paid
265,en,Auto Repair,Services,Paraguay,Ciudad Del Este,M,TRUE,PYG,partner,partner,FALSE,1.0,800,226.0,paid
266,en,Farming,Agriculture,Philippines,"Senor, Sinacaban,misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,50,210.0,paid
267,en,Food Production/Sales,Food,Philippines,"Tinaclaan,clarin,misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,150,208.0,paid
268,en,Poultry,Agriculture,Ghana,"Abokobi, Accra",F,TRUE,USD,partner,none,FALSE,1.0,1000,359.0,paid
269,en,Charcoal Sales,Retail,Ghana,"Amanfrom, Kasoah",F,TRUE,USD,partner,none,FALSE,1.0,950,274.0,paid
270,en,Livestock,Agriculture,Azerbaijan,Beylagan,M,TRUE,USD,partner,none,FALSE,1.0,400,366.0,paid
271,en,Food Market,Food,Azerbaijan,Baku,M,TRUE,USD,partner,none,FALSE,1.0,1100,366.0,paid
272,en,Tailoring,Services,Azerbaijan,Agsu,M,TRUE,USD,partner,none,FALSE,1.0,1200,397.0,paid
273,en,Clothing Sales,Clothing,Mexico,"Escobedo, Nuevo León",F,TRUE,USD,partner,none,FALSE,1.0,200,80.0,paid
274,en,Vehicle Repairs,Services,Iraq,Kirkuk,M,TRUE,USD,partner,none,FALSE,1.0,1200,362.0,paid
275,,General Store,Retail,Mexico,"Monterrey, Nuevo León",F,TRUE,USD,partner,none,FALSE,1.0,1200,170.0,paid
276,,Grocery Store,Food,Mexico,"Altamira, Tamaulipas",F,TRUE,USD,partner,none,FALSE,1.0,925,170.0,paid
277,en,Cattle,Agriculture,Azerbaijan,Saatli,M,TRUE,USD,partner,none,FALSE,2.0,700,462.0,paid
278,en,Retail,Retail,Honduras,Danli,M,TRUE,USD,partner,none,FALSE,1.0,200,169.0,paid
279,en,Grocery Store,Food,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,200,139.0,paid
280,,Grocery Store,Food,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,125,108.0,paid
281,en,Taxi,Transportation,Cambodia,Preyveng Province,F,TRUE,USD,partner,none,FALSE,2.0,1000,577.0,paid
282,en,Grocery Store,Food,Mexico,"Santa Catarina, Nuevo Leon",M,TRUE,USD,partner,none,FALSE,1.0,1100,172.0,paid
283,,Clothing Sales,Clothing,Paraguay,Carapegua,F,TRUE,USD,partner,none,FALSE,1.0,600,197.0,paid
284,en,Grocery Store,Food,Cambodia,Kampong Cham Province,F,TRUE,USD,partner,none,FALSE,2.0,1000,575.0,paid
285,en,Food Production/Sales,Food,Nigeria,"Uromi, Edo State",M,TRUE,USD,partner,none,FALSE,2.0,550,238.0,paid
286,en,Food Production/Sales,Food,Nigeria,"Uromi, Edo State",F,TRUE,USD,partner,none,FALSE,2.0,550,235.0,paid
287,en,Farming,Agriculture,Cameroon,"Ntahsen Market Square, Nw. Province",F,TRUE,XOF,lender,partner,FALSE,3.0,1200,755.0,paid
288,en,Grocery Store,Food,Cambodia,Kampong Cham,F,TRUE,USD,partner,none,FALSE,2.0,1000,569.0,paid
289,en,General Store,Retail,Kenya,"Kitale, Mount Elgon",M,TRUE,USD,partner,none,FALSE,1.0,475,183.0,paid
290,en,Tailoring,Services,Kenya,"Chemasiri, Teso",F,TRUE,USD,partner,none,FALSE,2.0,75,183.0,paid
291,en,Cereals,Food,Cote D'Ivoire,Yopougon,F,TRUE,USD,partner,none,FALSE,4.0,850,366.0,paid
292,en,Crafts,Arts,Viet Nam,"Duc Linh, Binh Thuan",F,TRUE,USD,partner,none,FALSE,1.0,50,183.0,paid
293,en,Food Production/Sales,Food,Viet Nam,"Duc Linh, Binh Thuan",F,TRUE,USD,partner,none,FALSE,2.0,50,183.0,paid
294,en,Electronics Repair,Services,Cambodia,Phnom Penh,F,TRUE,USD,partner,none,FALSE,1.0,1000,353.0,paid
295,en,Shoe Sales,Retail,Kenya,"Pondamali, Nakuru",F,TRUE,USD,lender,none,TRUE,1.0,750,,defaulted
296,en,Decorations Sales,Retail,Kenya,Nakuru,F,TRUE,USD,lender,none,TRUE,1.0,550,,defaulted
297,en,General Store,Retail,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,1.0,700,238.0,paid
298,en,Clothing Sales,Clothing,Ukraine,Zaporozhye,F,TRUE,USD,partner,none,FALSE,1.0,600,170.0,paid
299,en,General Store,Retail,Philippines,Liwayway Diffun Quirino,F,TRUE,PHP,partner,partner,FALSE,2.0,225,188.0,paid
300,,Jewelry,Retail,Peru,Juliaca,F,TRUE,PEN,partner,partner,FALSE,1.0,350,200.0,paid
301,,Cobbler,Services,Nicaragua,Leon,M,TRUE,NIO,partner,partner,FALSE,1.0,275,172.0,paid
302,,Retail,Retail,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,900,140.0,paid
303,,Retail,Retail,Peru,Juliaca,F,TRUE,PEN,partner,partner,FALSE,1.0,525,222.0,paid
304,,Personal Purchases,Personal Use,Peru,Cusco,F,TRUE,USD,lender,none,FALSE,1.0,100,165.0,paid
305,,Carpentry,Construction,Peru,Lima,F,TRUE,PEN,partner,partner,FALSE,2.0,675,181.0,paid
306,,Clothing Sales,Clothing,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,550,111.0,paid
307,,Clothing Sales,Clothing,Peru,Lima,F,TRUE,PEN,partner,partner,FALSE,1.0,400,170.0,paid
308,en,Farming,Agriculture,Philippines,"Sto. Nino, South Cotabato",F,TRUE,PHP,partner,partner,FALSE,2.0,325,178.0,paid
309,en,General Store,Retail,Philippines,"Rizal, Zamboanga Del Norte",F,TRUE,PHP,partner,partner,FALSE,2.0,400,124.0,paid
310,en,Farming,Agriculture,Philippines,"Norala, South Cotabato",F,TRUE,PHP,partner,partner,FALSE,2.0,225,146.0,paid
311,en,General Store,Retail,Philippines,"Norala, South Cotabato",F,TRUE,PHP,partner,partner,FALSE,2.0,225,156.0,paid
312,en,Fish Selling,Food,Ghana,Suhum,F,TRUE,GHS,partner,partner,FALSE,1.0,675,225.0,paid
313,en,Farming,Agriculture,Cambodia,Pursat,F,TRUE,USD,partner,none,FALSE,1.0,400,239.0,paid
314,,Spare Parts,Retail,Tajikistan,"Gafurov, Tajikistan",M,TRUE,TJS,partner,partner,FALSE,1.0,700,186.0,paid
315,en,Grocery Store,Food,Ghana,Suhum,M,TRUE,GHS,partner,partner,FALSE,1.0,400,225.0,paid
316,en,Sewing,Services,Ghana,Suhum,F,TRUE,GHS,partner,partner,FALSE,1.0,550,225.0,paid
317,en,Fruits & Vegetables,Food,Philippines,"Tandul, Cabatuan Isabela",F,TRUE,PHP,partner,partner,FALSE,1.0,275,184.0,paid
318,,Retail,Retail,Nicaragua,Leon,F,TRUE,NIO,partner,partner,FALSE,1.0,325,172.0,paid
319,en,Fruits & Vegetables,Food,Philippines,Oroquieta City Misamis Occidental,F,TRUE,PHP,partner,partner,FALSE,3.0,150,201.0,paid
320,,Retail,Retail,Tajikistan,Asht,F,TRUE,TJS,partner,partner,FALSE,1.0,275,228.0,paid
321,,Agriculture,Agriculture,Peru,Huancayo,F,TRUE,PEN,partner,partner,FALSE,1.0,175,227.0,paid
322,,Weaving,Arts,Peru,Juliaca,F,TRUE,PEN,partner,partner,FALSE,1.0,1175,216.0,paid
323,en,Pigs,Agriculture,Philippines,"Calaran,calamba Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,1.0,225,186.0,paid
324,en,General Store,Retail,Philippines,"Aloran, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,125,138.0,paid
325,en,Pub,Food,Philippines,"Dipolog City, Zamboanga Del Norte",F,TRUE,PHP,partner,partner,FALSE,2.0,150,204.0,paid
326,en,Food Production/Sales,Food,Philippines,Divisoria Santiago City,F,TRUE,PHP,partner,partner,FALSE,1.0,100,184.0,paid
327,,Butcher Shop,Food,Nicaragua,Managua,F,TRUE,NIO,lender,partner,FALSE,1.0,425,180.0,paid
328,en,Pigs,Agriculture,Cambodia,Phnom Penh City,F,TRUE,USD,partner,none,FALSE,1.0,600,209.0,paid
329,en,Farming,Agriculture,Tajikistan,Isfara,M,TRUE,TJS,partner,partner,FALSE,2.0,1150,158.0,paid
330,en,Fish Selling,Food,Philippines,"Lopez Jaena, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,1.0,225,188.0,paid
331,en,Clothing Sales,Clothing,Philippines,"Pines, Ororquieta City, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,100,214.0,paid
332,,Retail,Retail,Peru,"Puno, Puno",F,TRUE,PEN,partner,partner,FALSE,1.0,175,148.0,paid
333,,Taxi,Transportation,Bolivia,La Paz,F,TRUE,BOB,lender,partner,FALSE,1.0,725,206.0,paid
334,,Restaurant,Food,Peru,Lima,F,TRUE,PEN,partner,partner,FALSE,1.0,400,158.0,paid
335,en,General Store,Retail,Tajikistan,Shahrituz,M,TRUE,TJS,partner,partner,FALSE,2.0,2275,122.0,paid
336,,Cosmetics Sales,Retail,Peru,Pucallpa-ucayali,F,TRUE,PEN,partner,partner,FALSE,1.0,350,142.0,paid
337,,Catering,Food,Peru,Trujillo - La Libertad,F,TRUE,PEN,partner,partner,FALSE,1.0,500,208.0,paid
338,en,Bakery,Food,Ghana,Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,350,218.0,paid
339,en,General Store,Retail,Uganda,Kampala,F,TRUE,UGX,partner,partner,FALSE,1.0,4975,152.0,paid
340,en,Services,Services,Ghana,Suhum,M,TRUE,GHS,partner,partner,FALSE,1.0,550,218.0,paid
341,en,Grocery Store,Food,Ghana,Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,425,218.0,paid
342,en,Pigs,Agriculture,Philippines,"Bimonton Mallig, Isabela",F,TRUE,PHP,partner,partner,FALSE,1.0,150,178.0,paid
343,en,Food Production/Sales,Food,Philippines,"Bimonton Mallig, Isabela",F,TRUE,PHP,partner,partner,FALSE,1.0,100,178.0,paid
344,en,Fruits & Vegetables,Food,Philippines,"Tukuran, Zamboanga Del Norte",F,TRUE,PHP,partner,partner,FALSE,2.0,225,195.0,paid
345,en,Pigs,Agriculture,Philippines,"Tinago, Ozamiz City",F,TRUE,PHP,partner,partner,FALSE,2.0,125,148.0,paid
346,en,General Store,Retail,Philippines,"Lullutan, Ilagan, Isabela",F,TRUE,PHP,partner,partner,FALSE,2.0,175,178.0,paid
347,en,Retail,Retail,Philippines,"Santiago , Iligan City",M,TRUE,PHP,partner,partner,FALSE,1.0,125,163.0,paid
348,,Food Production/Sales,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,275,156.0,paid
349,,Retail,Retail,Bolivia,El Alto / La Paz,F,TRUE,BOB,partner,partner,FALSE,1.0,4650,195.0,paid
350,,Souvenir Sales,Retail,Bolivia,La Paz / El Alto,F,TRUE,BOB,lender,partner,FALSE,2.0,3750,180.0,paid
351,en,Farm Supplies,Agriculture,Philippines,"Banga, South Cotabato",F,TRUE,PHP,partner,partner,FALSE,2.0,225,153.0,paid
352,en,Taxi,Transportation,Ghana,Accra,M,TRUE,GHS,partner,partner,FALSE,2.0,550,228.0,paid
353,en,General Store,Retail,Dominican Republic,Puerto Plata,F,TRUE,DOP,lender,partner,FALSE,1.0,3550,224.0,paid
354,en,Food Market,Food,Dominican Republic,La Romana,F,TRUE,DOP,lender,partner,FALSE,2.0,925,226.0,paid
355,en,Home Products Sales,Retail,Mongolia,Arhangay,M,TRUE,MNT,lender,partner,FALSE,1.0,200,91.0,paid
356,en,Cosmetics Sales,Retail,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,1.0,350,200.0,paid
357,en,Restaurant,Food,Uganda,Kampala,F,TRUE,UGX,lender,partner,FALSE,1.0,1075,187.0,paid
358,,Embroidery,Arts,Peru,"Puno, Puno",F,TRUE,PEN,partner,partner,FALSE,1.0,675,180.0,paid
359,en,Goods Distribution,Wholesale,Mongolia,Arhangay,M,TRUE,MNT,lender,partner,FALSE,1.0,2125,133.0,paid
360,en,Catering,Food,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,1.0,425,231.0,paid
361,en,Farming,Agriculture,Philippines,"Libertad Bajo,sinacaban,misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,175,201.0,paid
362,,Cosmetics Sales,Retail,Peru,Lima,F,TRUE,PEN,partner,partner,FALSE,2.0,675,221.0,paid
363,en,Fruits & Vegetables,Food,Dominican Republic,Hato Mayor,F,TRUE,DOP,lender,partner,FALSE,1.0,1825,206.0,paid
364,,Motorcycle Transport,Transportation,Peru,San Martín,F,TRUE,PEN,partner,partner,FALSE,1.0,500,145.0,paid
365,en,Farming,Agriculture,Philippines,"Sayon, Sta. Josefa, Ads",M,TRUE,PHP,partner,partner,FALSE,2.0,225,197.0,paid
366,en,Farming,Agriculture,Philippines,"Sayon, Sta. Josefa, Ads",F,TRUE,PHP,partner,partner,FALSE,2.0,325,197.0,paid
367,en,Food Production/Sales,Food,Ghana,Sefwi Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,475,218.0,paid
368,,Grocery Store,Food,Peru,Lima,F,TRUE,PEN,partner,shared,FALSE,4.0,1000,224.0,paid
369,en,Pigs,Agriculture,Philippines,"Aloran, Misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,225,198.0,paid
370,en,General Store,Retail,Philippines,"Macabayao,jimenez,misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,125,201.0,paid
371,en,Food Production/Sales,Food,Philippines,"Poblacion 4, Clarin, Misamis Occidental",F,TRUE,PHP,partner,partner,FALSE,2.0,225,221.0,paid
372,en,Fishing,Food,Philippines,"Tabo-o, Jimenez,misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,225,171.0,paid
373,en,Farming,Agriculture,Philippines,"Baliangao, Misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,75,189.0,paid
374,en,Fish Selling,Food,Philippines,"Manil, Leon B. Postigo, Zamboanga Del Norte",F,TRUE,PHP,partner,shared,FALSE,2.0,125,200.0,paid
375,en,Grocery Store,Food,Ghana,Sefwi Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,350,211.0,paid
376,en,Pigs,Agriculture,Philippines,"Plaridel, Misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,1.0,225,203.0,paid
377,en,Food Production/Sales,Food,Ghana,Sefwi Wiawso,F,TRUE,GHS,partner,partner,FALSE,2.0,350,211.0,paid
378,en,Food Production/Sales,Food,Ghana,Sefwi Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,425,211.0,paid
379,en,Food Market,Food,Ghana,Accra,F,TRUE,GHS,partner,partner,FALSE,1.0,625,211.0,paid
380,en,Food Market,Food,Ghana,Accra,F,TRUE,GHS,partner,partner,FALSE,1.0,550,211.0,paid
381,,Retail,Retail,Mali,Sikasso,F,TRUE,XOF,partner,partner,FALSE,2.0,750,216.0,paid
382,,Retail,Retail,Tajikistan,Gissar,F,TRUE,TJS,lender,partner,FALSE,1.0,475,213.0,paid
383,,Animal Sales,Agriculture,Mexico,"Piedras Negras, Ver.",M,TRUE,MXN,partner,partner,FALSE,2.0,3975,127.0,paid
384,,Retail,Retail,Nicaragua,Masaya,F,TRUE,NIO,partner,partner,FALSE,2.0,800,146.0,paid
385,,Retail,Retail,Nicaragua,Masaya,M,TRUE,NIO,partner,partner,FALSE,2.0,650,177.0,paid
386,,Retail,Retail,Nicaragua,Masaya,F,TRUE,NIO,partner,partner,FALSE,2.0,550,177.0,paid
387,,Food Production/Sales,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,500,188.0,paid
388,en,Clothing Sales,Clothing,Peru,Pucallpa-ucayali,F,TRUE,PEN,partner,shared,FALSE,1.0,500,206.0,paid
389,en,Cereals,Food,Ghana,Sefwi Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,350,211.0,paid
390,en,Food Production/Sales,Food,Ghana,Sefwi Wiawso,F,TRUE,GHS,partner,partner,FALSE,1.0,275,211.0,paid
391,,General Store,Retail,Nicaragua,Leon,F,TRUE,NIO,partner,shared,FALSE,1.0,525,151.0,paid
392,en,General Store,Retail,Liberia,Monrovia North,M,TRUE,LRD,partner,shared,FALSE,1.0,375,139.0,paid
393,en,Transportation,Transportation,Cambodia,Siem Reap,M,TRUE,USD,partner,none,FALSE,1.0,800,181.0,paid
394,en,Fish Selling,Food,Philippines,"Danao, Plaridel, Misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,325,212.0,paid
395,en,General Store,Retail,Philippines,"Palao Solana, Cagayan",F,TRUE,PHP,partner,shared,FALSE,2.0,425,190.0,paid
396,,Cereals,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,350,142.0,paid
397,en,General Store,Retail,Philippines,"Mahayahay, Aurora, Zamboanga Del Sur",F,TRUE,PHP,partner,shared,FALSE,2.0,100,200.0,paid
398,,General Store,Retail,Peru,Trujillo - La Libertad,F,TRUE,PEN,partner,shared,FALSE,1.0,175,156.0,paid
399,,Fruits & Vegetables,Food,Peru,San Martín,F,TRUE,PEN,partner,shared,FALSE,1.0,500,219.0,paid
400,en,Charcoal Sales,Retail,Philippines,"Barangay Sinili, Santiago City",M,TRUE,PHP,partner,shared,FALSE,1.0,125,187.0,paid
401,,Agriculture,Agriculture,Peru,Tarma,F,TRUE,PEN,partner,shared,FALSE,2.0,1150,210.0,paid
402,en,Food Production/Sales,Food,Ukraine,Nikopol,F,TRUE,UAH,lender,shared,FALSE,1.0,1900,187.0,paid
403,en,Livestock,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,IDR,lender,partner,FALSE,1.0,500,207.0,paid
404,en,Clothing Sales,Clothing,Philippines,"Panduma, Tukuran, Zamboanga Del Sur",F,TRUE,PHP,partner,shared,FALSE,2.0,150,191.0,paid
405,,Retail,Retail,Nicaragua,Leon,F,TRUE,NIO,partner,shared,FALSE,1.0,550,44.0,paid
406,en,Clothing Sales,Clothing,Philippines,Brgy. Yumbing Camiguin,F,TRUE,PHP,partner,partner,FALSE,2.0,125,113.0,paid
407,en,General Store,Retail,Philippines,"Manano, Mallig, Isabela",F,TRUE,PHP,partner,shared,FALSE,2.0,425,180.0,paid
408,en,General Store,Retail,Philippines,"Purok 9, Tag-ibo, Dalipuga, Iligan City",F,TRUE,PHP,partner,partner,FALSE,2.0,125,160.0,paid
409,en,Fishing,Food,Philippines,"Taboo,jimenez,misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,150,213.0,paid
410,en,Home Products Sales,Retail,Philippines,"Dumalinao, Zamboanga Del Sur",F,TRUE,PHP,partner,partner,FALSE,2.0,225,209.0,paid
411,,Retail,Retail,Peru,Comas,F,TRUE,PEN,lender,partner,FALSE,2.0,2800,206.0,paid
412,,Bricks,Construction,Peru,Huancayo,F,TRUE,PEN,partner,shared,FALSE,3.0,500,224.0,paid
413,,Crafts,Arts,Peru,"Puno, Puno",F,TRUE,PEN,partner,shared,FALSE,1.0,500,207.0,paid
414,en,Waste Management,Services,Philippines,"Barangay Santiago, Iligan City",F,TRUE,PHP,partner,partner,FALSE,2.0,125,158.0,paid
415,,Grocery Store,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,675,190.0,paid
416,,Animal Sales,Agriculture,Peru,"Puno, Puno",F,TRUE,PEN,partner,shared,FALSE,1.0,175,113.0,paid
417,,General Store,Retail,Peru,San Martín,F,TRUE,PEN,partner,shared,FALSE,1.0,750,209.0,paid
418,en,General Store,Retail,Philippines,"Naga, Jimenez, Misamis Occidental",F,TRUE,PHP,partner,shared,FALSE,3.0,125,210.0,paid
419,,Grocery Store,Food,The Democratic Republic of the Congo,Kinshasa,F,TRUE,USD,partner,none,FALSE,1.0,3525,159.0,paid
420,en,Food Market,Food,Dominican Republic,Consuelo,F,TRUE,DOP,partner,partner,FALSE,1.0,675,186.0,paid
421,en,Phone Use Sales,Retail,Nigeria,Lagos State,F,TRUE,NGN,partner,shared,FALSE,1.0,475,179.0,paid
422,,Clothing Sales,Clothing,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,550,123.0,paid
423,en,Poultry,Agriculture,Kenya,Ugunja,F,TRUE,USD,lender,none,TRUE,1.0,500,288.0,defaulted
424,,Personal Housing Expenses,Housing,Mexico,Acuna,M,TRUE,USD,partner,none,FALSE,1.0,1200,367.0,paid
425,,Services,Services,Mexico,Nuevo Laredo,M,TRUE,USD,partner,none,FALSE,1.0,1000,366.0,paid
426,en,Clothing Sales,Clothing,Azerbaijan,Sabirabad,F,TRUE,USD,partner,none,FALSE,2.0,1200,578.0,paid
427,,Food Production/Sales,Food,Mexico,Bochil,F,TRUE,USD,partner,none,FALSE,1.0,925,245.0,paid
428,,Clothing Sales,Clothing,Honduras,Choluteca,F,TRUE,USD,partner,none,FALSE,2.0,300,169.0,paid
429,es,Retail,Retail,Bolivia,La Paz,F,TRUE,USD,partner,none,FALSE,2.0,200,168.0,paid
430,,Transportation,Transportation,Togo,Afagnan,M,TRUE,USD,partner,none,FALSE,1.0,1200,593.0,paid
431,,Party Supplies,Retail,Mexico,Acuna,F,TRUE,MXN,partner,partner,FALSE,1.0,1200,677.0,paid
432,en,Bakery,Food,Iraq,Kirkuk,M,TRUE,USD,partner,none,FALSE,1.0,1200,353.0,paid
433,en,Clothing Sales,Clothing,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,3.0,1200,355.0,paid
434,,Food Market,Food,Mexico,"Saltillo, Coahuila",F,TRUE,USD,partner,none,FALSE,1.0,925,169.0,paid
435,,Food Market,Food,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,600,140.0,paid
