,description.languages,status,funded_amount,activity,sector,location.country,location.town,partner_id,borrowers.gender,borrowers.pictured,terms.disbursal_amount,terms.disbursal_currency,terms.loan_amount,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,journal_totals.entries,delinquent,duration
211,en,paid,500,Food Production/Sales,Food,Ghana,Oda,88,F,True,700.0,GHS,500,partner,partner,1.0,False,186.0
212,en,paid,800,Fish Selling,Food,Cambodia,Banteay Meanchey,106,F,True,800.0,USD,800,partner,none,1.0,False,253.0
213,en,paid,2600,Farm Supplies,Agriculture,Uganda,Lugazi,84,M,True,5800000.0,UGX,2600,partner,partner,2.0,False,149.0
214,en,paid,500,Food Production/Sales,Food,Ghana,Dorma Ahenklro,88,F,True,700.0,GHS,500,partner,partner,1.0,False,188.0
215,,paid,350,Food Production/Sales,Food,Peru,Lima,70,F,True,1000.0,PEN,350,partner,partner,2.0,False,130.0
216,,paid,400,Cattle,Agriculture,Tajikistan,Khujand,47,F,True,1600.0,TJS,400,partner,partner,1.0,False,229.0
217,,paid,300,Retail,Retail,Tajikistan,Khujand,47,F,True,1200.0,TJS,300,partner,partner,1.0,False,149.0
218,,paid,200,Transportation,Transportation,Peru,Huancayo,71,F,True,600.0,PEN,200,partner,partner,2.0,False,207.0
219,,paid,800,Catering,Food,Nicaragua,Leon,96,F,True,15000.0,NIO,800,partner,partner,1.0,False,96.0
220,,paid,675,General Store,Retail,Peru,"Puno, Puno",72,F,True,2000.0,PEN,675,partner,partner,1.0,False,194.0
221,,paid,500,Manufacturing,Manufacturing,Peru,"Puno, Puno",72,F,True,1500.0,PEN,500,partner,partner,1.0,False,194.0
222,,paid,350,Call Center,Services,Peru,Lima,71,F,True,1000.0,PEN,350,partner,partner,2.0,False,218.0
223,,paid,350,Retail,Retail,Peru,Huaraz - Ancash,72,F,True,1000.0,PEN,350,partner,partner,1.0,False,207.0
224,en,paid,225,Pigs,Agriculture,Philippines,"Monguia, Dupax Del Norte, Nueva Vizcaya",123,F,True,10000.0,PHP,225,partner,partner,2.0,False,206.0
225,en,paid,500,Cereals,Food,Ghana,Dormaa,88,F,True,700.0,GHS,500,partner,partner,1.0,False,186.0
226,en,paid,150,Food Production/Sales,Food,Philippines,Ilagan Public Market,123,F,True,6000.0,PHP,150,partner,partner,2.0,False,205.0
227,en,paid,225,General Store,Retail,Philippines,Lopez Jaena Misamis Occidental,136,F,True,10000.0,PHP,225,partner,partner,3.0,False,201.0
228,en,paid,225,Farming,Agriculture,Philippines,"Bunawan, Agusan Del Sur",125,F,True,10000.0,PHP,225,partner,partner,2.0,False,179.0
229,en,paid,175,Food Production/Sales,Food,Philippines,Sibutad,126,F,True,7000.0,PHP,175,partner,partner,2.0,False,171.0
230,en,paid,150,Transportation,Transportation,Philippines,"San Carlos, Tukuran, Zamboanga Del Sur",136,F,True,6000.0,PHP,150,partner,partner,2.0,False,211.0
231,en,paid,125,General Store,Retail,Philippines,"Malaubang, Ozamiz City",136,F,True,5000.0,PHP,125,partner,partner,2.0,False,199.0
232,en,paid,425,Clothing Sales,Clothing,Ghana,Dorma,88,F,True,600.0,GHS,425,partner,partner,2.0,False,188.0
233,,paid,350,Soft Drinks,Food,Peru,San Martín,72,F,True,1000.0,PEN,350,partner,partner,1.0,False,146.0
234,,paid,350,Charcoal Sales,Retail,Peru,Huancayo,71,F,True,1000.0,PEN,350,partner,partner,1.0,False,196.0
235,,paid,475,Animal Sales,Agriculture,Tajikistan,Spitamen,47,F,True,2000.0,TJS,475,partner,partner,1.0,False,223.0
236,,paid,850,General Store,Retail,Peru,Pucallpa-ucayali,72,F,True,2500.0,PEN,850,partner,partner,1.0,False,173.0
237,en,paid,75,General Store,Retail,Philippines,"Sapang Dalaga, Misamis Occidental",126,F,True,3000.0,PHP,75,partner,partner,2.0,False,93.0
238,en,paid,375,Food,Food,Philippines,"Upper Bunawan, Calamba Misamis Occidental",126,F,True,17000.0,PHP,375,partner,partner,2.0,False,200.0
239,,paid,3025,Retail,Retail,Paraguay,Asunción,58,F,True,15100000.0,PYG,3025,partner,partner,1.0,False,140.0
240,en,paid,500,Restaurant,Food,Ghana,Goaso,88,F,True,700.0,GHS,500,partner,partner,1.0,False,180.0
241,en,paid,150,General Store,Retail,Philippines,"Plaridel, Misamis Occidental",126,F,True,7000.0,PHP,150,partner,partner,2.0,False,209.0
242,en,paid,225,Retail,Retail,Philippines,Calamba Misamis Occidental,136,F,True,10000.0,PHP,225,partner,partner,2.0,False,201.0
243,en,paid,175,Transportation,Transportation,Philippines,Clarin Misamis Occidental,136,M,True,8000.0,PHP,175,partner,partner,3.0,False,146.0
244,en,paid,150,Fish Selling,Food,Philippines,"Danao, Plaridel, Misamis Occidental",126,F,True,7000.0,PHP,150,partner,partner,2.0,False,207.0
245,en,paid,100,Fishing,Food,Philippines,"Migcanaway, Tangub City",136,F,True,4000.0,PHP,100,partner,partner,2.0,False,207.0
246,en,paid,175,Motorcycle Transport,Transportation,Philippines,Rizal Santiago City,123,F,True,8000.0,PHP,175,partner,partner,2.0,False,188.0
247,en,paid,2625,General Store,Retail,Uganda,Mityana,84,F,True,5850000.0,UGX,2625,partner,partner,1.0,False,142.0
248,en,paid,225,Food Production/Sales,Food,Philippines,"Lopez Jaena, Misamis Occidental",126,F,True,10000.0,PHP,225,partner,partner,2.0,False,207.0
249,en,paid,325,Retail,Retail,Philippines,"Clarin,misamis Occidental",126,F,True,14900.0,PHP,325,partner,partner,2.0,False,248.0
250,en,paid,1975,Retail,Retail,Paraguay,Encarnación,58,F,True,9900000.0,PYG,1975,partner,partner,1.0,False,114.0
251,en,paid,225,General Store,Retail,Philippines,"Oroquieta City, Misamis Occidental",126,F,True,10000.0,PHP,225,partner,partner,2.0,False,210.0
252,en,paid,125,Farming,Agriculture,Philippines,"Sinacaban,misamis Occidental",126,F,True,5000.0,PHP,125,partner,partner,2.0,False,155.0
253,en,paid,175,General Store,Retail,Philippines,Lopez Jaena Misamis Occidental,136,F,True,8000.0,PHP,175,partner,partner,2.0,False,193.0
254,en,paid,100,General Store,Retail,Philippines,Lopez Jaena Misamis Occidental,136,F,True,4000.0,PHP,100,partner,partner,2.0,False,193.0
255,,paid,800,Fruits & Vegetables,Food,Mali,Sikasso,78,F,True,400000.0,XOF,800,partner,partner,2.0,False,239.0
256,en,paid,500,Weaving,Arts,Cambodia,Khsach Kandal District,61,F,True,500.0,USD,500,partner,none,1.0,False,144.0
257,,paid,525,Food Production/Sales,Food,Peru,Ollantaytambo,119,F,True,1500.0,PEN,525,lender,partner,1.0,False,200.0
258,,paid,1425,Fish Selling,Food,Mali,Segou,78,F,True,675000.0,XOF,1425,partner,partner,2.0,False,200.0
259,,paid,1250,Retail,Retail,Mali,Segou,78,F,True,600000.0,XOF,1250,partner,partner,2.0,False,217.0
260,en,paid,675,Cereals,Food,Peru,Huayllacocha,119,F,True,2000.0,PEN,675,partner,partner,2.0,False,208.0
261,en,paid,500,Food Market,Food,Peru,Huayllacocha,119,F,True,1500.0,PEN,500,partner,partner,2.0,False,208.0
262,es,paid,325,Clothing Sales,Clothing,Nicaragua,Managua,98,F,True,6000.0,NIO,325,partner,partner,1.0,False,206.0
263,en,paid,150,Farming,Agriculture,Philippines,"Bunawan, Agusan Del Sur",125,F,True,7000.0,PHP,150,partner,partner,2.0,False,179.0
264,en,paid,625,Home Products Sales,Retail,Ghana,Goaso,88,F,True,900.0,GHS,625,partner,partner,1.0,False,209.0
265,en,paid,800,Auto Repair,Services,Paraguay,Ciudad Del Este,58,M,True,4000000.0,PYG,800,partner,partner,1.0,False,226.0
266,en,paid,50,Farming,Agriculture,Philippines,"Senor, Sinacaban,misamis Occidental",126,F,True,2000.0,PHP,50,partner,partner,2.0,False,210.0
267,en,paid,150,Food Production/Sales,Food,Philippines,"Tinaclaan,clarin,misamis Occidental",126,F,True,6000.0,PHP,150,partner,partner,2.0,False,208.0
268,en,paid,1000,Poultry,Agriculture,Ghana,"Abokobi, Accra",19,F,True,1000.0,USD,1000,partner,none,1.0,False,359.0
269,en,paid,950,Charcoal Sales,Retail,Ghana,"Amanfrom, Kasoah",19,F,True,950.0,USD,950,partner,none,1.0,False,274.0
270,en,paid,400,Livestock,Agriculture,Azerbaijan,Beylagan,31,M,True,400.0,USD,400,partner,none,1.0,False,366.0
271,en,paid,1100,Food Market,Food,Azerbaijan,Baku,31,M,True,1100.0,USD,1100,partner,none,1.0,False,366.0
272,en,paid,1200,Tailoring,Services,Azerbaijan,Agsu,31,M,True,1200.0,USD,1200,partner,none,1.0,False,397.0
273,en,paid,200,Clothing Sales,Clothing,Mexico,"Escobedo, Nuevo León",16,F,True,200.0,USD,200,partner,none,1.0,False,80.0
274,en,paid,1200,Vehicle Repairs,Services,Iraq,Kirkuk,50,M,True,1200.0,USD,1200,partner,none,1.0,False,362.0
275,,paid,1200,General Store,Retail,Mexico,"Monterrey, Nuevo León",16,F,True,1200.0,USD,1200,partner,none,1.0,False,170.0
276,,paid,925,Grocery Store,Food,Mexico,"Altamira, Tamaulipas",16,F,True,925.0,USD,925,partner,none,1.0,False,170.0
277,en,paid,700,Cattle,Agriculture,Azerbaijan,Saatli,56,M,True,700.0,USD,700,partner,none,2.0,False,462.0
278,en,paid,200,Retail,Retail,Honduras,Danli,5,M,True,200.0,USD,200,partner,none,1.0,False,169.0
279,en,paid,200,Grocery Store,Food,Honduras,Danli,5,F,True,200.0,USD,200,partner,none,1.0,False,139.0
280,,paid,125,Grocery Store,Food,Honduras,Danli,5,F,True,125.0,USD,125,partner,none,1.0,False,108.0
281,en,paid,1000,Taxi,Transportation,Cambodia,Preyveng Province,9,F,True,1000.0,USD,1000,partner,none,2.0,False,577.0
282,en,paid,1100,Grocery Store,Food,Mexico,"Santa Catarina, Nuevo Leon",16,M,True,1100.0,USD,1100,partner,none,1.0,False,172.0
283,,paid,600,Clothing Sales,Clothing,Paraguay,Carapegua,58,F,True,600.0,USD,600,partner,none,1.0,False,197.0
284,en,paid,1000,Grocery Store,Food,Cambodia,Kampong Cham Province,9,F,True,1000.0,USD,1000,partner,none,2.0,False,575.0
285,en,paid,550,Food Production/Sales,Food,Nigeria,"Uromi, Edo State",20,M,True,550.0,USD,550,partner,none,2.0,False,238.0
286,en,paid,550,Food Production/Sales,Food,Nigeria,"Uromi, Edo State",20,F,True,550.0,USD,550,partner,none,2.0,False,235.0
287,en,paid,1200,Farming,Agriculture,Cameroon,"Ntahsen Market Square, Nw. Province",40,F,True,600000.0,XOF,1200,lender,partner,3.0,False,755.0
288,en,paid,1000,Grocery Store,Food,Cambodia,Kampong Cham,9,F,True,1000.0,USD,1000,partner,none,2.0,False,569.0
289,en,paid,475,General Store,Retail,Kenya,"Kitale, Mount Elgon",27,M,True,475.0,USD,475,partner,none,1.0,False,183.0
290,en,paid,75,Tailoring,Services,Kenya,"Chemasiri, Teso",27,F,True,75.0,USD,75,partner,none,2.0,False,183.0
291,en,paid,850,Cereals,Food,Cote D'Ivoire,Yopougon,53,F,True,850.0,USD,850,partner,none,4.0,False,366.0
292,en,paid,50,Crafts,Arts,Viet Nam,"Duc Linh, Binh Thuan",41,F,True,50.0,USD,50,partner,none,1.0,False,183.0
293,en,paid,50,Food Production/Sales,Food,Viet Nam,"Duc Linh, Binh Thuan",41,F,True,50.0,USD,50,partner,none,2.0,False,183.0
294,en,paid,1000,Electronics Repair,Services,Cambodia,Phnom Penh,9,F,True,1000.0,USD,1000,partner,none,1.0,False,353.0
295,en,defaulted,750,Shoe Sales,Retail,Kenya,"Pondamali, Nakuru",25,F,True,750.0,USD,750,lender,none,1.0,True,
296,en,defaulted,550,Decorations Sales,Retail,Kenya,Nakuru,25,F,True,550.0,USD,550,lender,none,1.0,True,
297,en,paid,700,General Store,Retail,Ecuador,Guayaquil,7,F,True,700.0,USD,700,partner,none,1.0,False,238.0
298,en,paid,600,Clothing Sales,Clothing,Ukraine,Zaporozhye,26,F,True,600.0,USD,600,partner,none,1.0,False,170.0
299,en,paid,225,General Store,Retail,Philippines,Liwayway Diffun Quirino,123,F,True,10000.0,PHP,225,partner,partner,2.0,False,188.0
300,,paid,350,Jewelry,Retail,Peru,Juliaca,71,F,True,1000.0,PEN,350,partner,partner,1.0,False,200.0
301,,paid,275,Cobbler,Services,Nicaragua,Leon,96,M,True,5000.0,NIO,275,partner,partner,1.0,False,172.0
302,,paid,900,Retail,Retail,Peru,Ayacucho,70,F,True,2600.0,PEN,900,partner,partner,1.0,False,140.0
303,,paid,525,Retail,Retail,Peru,Juliaca,71,F,True,1500.0,PEN,525,partner,partner,1.0,False,222.0
304,,paid,100,Personal Purchases,Personal Use,Peru,Cusco,119,F,True,100.0,USD,100,lender,none,1.0,False,165.0
305,,paid,675,Carpentry,Construction,Peru,Lima,70,F,True,2000.0,PEN,675,partner,partner,2.0,False,181.0
306,,paid,550,Clothing Sales,Clothing,Nicaragua,Managua,98,F,True,10300.0,NIO,550,partner,partner,1.0,False,111.0
307,,paid,400,Clothing Sales,Clothing,Peru,Lima,70,F,True,1200.0,PEN,400,partner,partner,1.0,False,170.0
308,en,paid,325,Farming,Agriculture,Philippines,"Sto. Nino, South Cotabato",125,F,True,15000.0,PHP,325,partner,partner,2.0,False,178.0
309,en,paid,400,General Store,Retail,Philippines,"Rizal, Zamboanga Del Norte",126,F,True,18000.0,PHP,400,partner,partner,2.0,False,124.0
310,en,paid,225,Farming,Agriculture,Philippines,"Norala, South Cotabato",125,F,True,10000.0,PHP,225,partner,partner,2.0,False,146.0
311,en,paid,225,General Store,Retail,Philippines,"Norala, South Cotabato",125,F,True,10000.0,PHP,225,partner,partner,2.0,False,156.0
312,en,paid,675,Fish Selling,Food,Ghana,Suhum,88,F,True,1000.0,GHS,675,partner,partner,1.0,False,225.0
313,en,paid,400,Farming,Agriculture,Cambodia,Pursat,106,F,True,400.0,USD,400,partner,none,1.0,False,239.0
314,,paid,700,Spare Parts,Retail,Tajikistan,"Gafurov, Tajikistan",47,M,True,3000.0,TJS,700,partner,partner,1.0,False,186.0
315,en,paid,400,Grocery Store,Food,Ghana,Suhum,88,M,True,600.0,GHS,400,partner,partner,1.0,False,225.0
316,en,paid,550,Sewing,Services,Ghana,Suhum,88,F,True,800.0,GHS,550,partner,partner,1.0,False,225.0
317,en,paid,275,Fruits & Vegetables,Food,Philippines,"Tandul, Cabatuan Isabela",123,F,True,13000.0,PHP,275,partner,partner,1.0,False,184.0
318,,paid,325,Retail,Retail,Nicaragua,Leon,96,F,True,6000.0,NIO,325,partner,partner,1.0,False,172.0
319,en,paid,150,Fruits & Vegetables,Food,Philippines,Oroquieta City Misamis Occidental,136,F,True,7000.0,PHP,150,partner,partner,3.0,False,201.0
320,,paid,275,Retail,Retail,Tajikistan,Asht,47,F,True,1200.0,TJS,275,partner,partner,1.0,False,228.0
321,,paid,175,Agriculture,Agriculture,Peru,Huancayo,71,F,True,500.0,PEN,175,partner,partner,1.0,False,227.0
322,,paid,1175,Weaving,Arts,Peru,Juliaca,71,F,True,3500.0,PEN,1175,partner,partner,1.0,False,216.0
323,en,paid,225,Pigs,Agriculture,Philippines,"Calaran,calamba Misamis Occidental",126,F,True,10000.0,PHP,225,partner,partner,1.0,False,186.0
324,en,paid,125,General Store,Retail,Philippines,"Aloran, Misamis Occidental",126,F,True,5000.0,PHP,125,partner,partner,2.0,False,138.0
325,en,paid,150,Pub,Food,Philippines,"Dipolog City, Zamboanga Del Norte",126,F,True,6000.0,PHP,150,partner,partner,2.0,False,204.0
326,en,paid,100,Food Production/Sales,Food,Philippines,Divisoria Santiago City,123,F,True,4000.0,PHP,100,partner,partner,1.0,False,184.0
327,,paid,425,Butcher Shop,Food,Nicaragua,Managua,74,F,True,8000.0,NIO,425,lender,partner,1.0,False,180.0
328,en,paid,600,Pigs,Agriculture,Cambodia,Phnom Penh City,106,F,True,600.0,USD,600,partner,none,1.0,False,209.0
329,en,paid,1150,Farming,Agriculture,Tajikistan,Isfara,100,M,True,5000.0,TJS,1150,partner,partner,2.0,False,158.0
330,en,paid,225,Fish Selling,Food,Philippines,"Lopez Jaena, Misamis Occidental",126,F,True,10000.0,PHP,225,partner,partner,1.0,False,188.0
331,en,paid,100,Clothing Sales,Clothing,Philippines,"Pines, Ororquieta City, Misamis Occidental",136,F,True,4000.0,PHP,100,partner,partner,2.0,False,214.0
332,,paid,175,Retail,Retail,Peru,"Puno, Puno",72,F,True,500.0,PEN,175,partner,partner,1.0,False,148.0
333,,paid,725,Taxi,Transportation,Bolivia,La Paz,110,F,True,5000.0,BOB,725,lender,partner,1.0,False,206.0
334,,paid,400,Restaurant,Food,Peru,Lima,70,F,True,1200.0,PEN,400,partner,partner,1.0,False,158.0
335,en,paid,2275,General Store,Retail,Tajikistan,Shahrituz,100,M,True,10000.0,TJS,2275,partner,partner,2.0,False,122.0
336,,paid,350,Cosmetics Sales,Retail,Peru,Pucallpa-ucayali,72,F,True,1000.0,PEN,350,partner,partner,1.0,False,142.0
337,,paid,500,Catering,Food,Peru,Trujillo - La Libertad,72,F,True,1500.0,PEN,500,partner,partner,1.0,False,208.0
338,en,paid,350,Bakery,Food,Ghana,Wiawso,88,F,True,500.0,GHS,350,partner,partner,1.0,False,218.0
339,en,paid,4975,General Store,Retail,Uganda,Kampala,84,F,True,10500000.0,UGX,4975,partner,partner,1.0,False,152.0
340,en,paid,550,Services,Services,Ghana,Suhum,88,M,True,800.0,GHS,550,partner,partner,1.0,False,218.0
341,en,paid,425,Grocery Store,Food,Ghana,Wiawso,88,F,True,600.0,GHS,425,partner,partner,1.0,False,218.0
342,en,paid,150,Pigs,Agriculture,Philippines,"Bimonton Mallig, Isabela",123,F,True,7000.0,PHP,150,partner,partner,1.0,False,178.0
343,en,paid,100,Food Production/Sales,Food,Philippines,"Bimonton Mallig, Isabela",123,F,True,4000.0,PHP,100,partner,partner,1.0,False,178.0
344,en,paid,225,Fruits & Vegetables,Food,Philippines,"Tukuran, Zamboanga Del Norte",126,F,True,10000.0,PHP,225,partner,partner,2.0,False,195.0
345,en,paid,125,Pigs,Agriculture,Philippines,"Tinago, Ozamiz City",126,F,True,5000.0,PHP,125,partner,partner,2.0,False,148.0
346,en,paid,175,General Store,Retail,Philippines,"Lullutan, Ilagan, Isabela",123,F,True,8000.0,PHP,175,partner,partner,2.0,False,178.0
347,en,paid,125,Retail,Retail,Philippines,"Santiago , Iligan City",128,M,True,5000.0,PHP,125,partner,partner,1.0,False,163.0
348,,paid,275,Food Production/Sales,Food,Peru,Ayacucho,70,F,True,800.0,PEN,275,partner,partner,1.0,False,156.0
349,,paid,4650,Retail,Retail,Bolivia,El Alto / La Paz,59,F,True,32525.24,BOB,4650,partner,partner,1.0,False,195.0
350,,paid,3750,Souvenir Sales,Retail,Bolivia,La Paz / El Alto,59,F,True,26262.6,BOB,3750,lender,partner,2.0,False,180.0
351,en,paid,225,Farm Supplies,Agriculture,Philippines,"Banga, South Cotabato",125,F,True,10000.0,PHP,225,partner,partner,2.0,False,153.0
352,en,paid,550,Taxi,Transportation,Ghana,Accra,88,M,True,800.0,GHS,550,partner,partner,2.0,False,228.0
353,en,paid,3550,General Store,Retail,Dominican Republic,Puerto Plata,44,F,True,127000.0,DOP,3550,lender,partner,1.0,False,224.0
354,en,paid,925,Food Market,Food,Dominican Republic,La Romana,44,F,True,33000.0,DOP,925,lender,partner,2.0,False,226.0
355,en,paid,200,Home Products Sales,Retail,Mongolia,Arhangay,116,M,True,250000.0,MNT,200,lender,partner,1.0,False,91.0
356,en,paid,350,Cosmetics Sales,Retail,Nigeria,Lagos State,20,F,True,50000.0,NGN,350,partner,partner,1.0,False,200.0
357,en,paid,1075,Restaurant,Food,Uganda,Kampala,112,F,True,2200000.0,UGX,1075,lender,partner,1.0,False,187.0
358,,paid,675,Embroidery,Arts,Peru,"Puno, Puno",72,F,True,2000.0,PEN,675,partner,partner,1.0,False,180.0
359,en,paid,2125,Goods Distribution,Wholesale,Mongolia,Arhangay,116,M,True,3000000.0,MNT,2125,lender,partner,1.0,False,133.0
360,en,paid,425,Catering,Food,Nigeria,Lagos State,20,F,True,60000.0,NGN,425,partner,partner,1.0,False,231.0
361,en,paid,175,Farming,Agriculture,Philippines,"Libertad Bajo,sinacaban,misamis Occidental",126,F,True,8000.0,PHP,175,partner,partner,2.0,False,201.0
362,,paid,675,Cosmetics Sales,Retail,Peru,Lima,71,F,True,2000.0,PEN,675,partner,partner,2.0,False,221.0
363,en,paid,1825,Fruits & Vegetables,Food,Dominican Republic,Hato Mayor,44,F,True,65000.0,DOP,1825,lender,partner,1.0,False,206.0
364,,paid,500,Motorcycle Transport,Transportation,Peru,San Martín,72,F,True,1500.0,PEN,500,partner,partner,1.0,False,145.0
365,en,paid,225,Farming,Agriculture,Philippines,"Sayon, Sta. Josefa, Ads",125,M,True,10000.0,PHP,225,partner,partner,2.0,False,197.0
366,en,paid,325,Farming,Agriculture,Philippines,"Sayon, Sta. Josefa, Ads",125,F,True,15000.0,PHP,325,partner,partner,2.0,False,197.0
367,en,paid,475,Food Production/Sales,Food,Ghana,Sefwi Wiawso,88,F,True,700.0,GHS,475,partner,partner,1.0,False,218.0
368,,paid,1000,Grocery Store,Food,Peru,Lima,71,F,True,3000.0,PEN,1000,partner,shared,4.0,False,224.0
369,en,paid,225,Pigs,Agriculture,Philippines,"Aloran, Misamis Occidental",126,F,True,10000.0,PHP,225,partner,shared,2.0,False,198.0
370,en,paid,125,General Store,Retail,Philippines,"Macabayao,jimenez,misamis Occidental",126,F,True,5000.0,PHP,125,partner,shared,2.0,False,201.0
371,en,paid,225,Food Production/Sales,Food,Philippines,"Poblacion 4, Clarin, Misamis Occidental",136,F,True,10000.0,PHP,225,partner,partner,2.0,False,221.0
372,en,paid,225,Fishing,Food,Philippines,"Tabo-o, Jimenez,misamis Occidental",126,F,True,10000.0,PHP,225,partner,shared,2.0,False,171.0
373,en,paid,75,Farming,Agriculture,Philippines,"Baliangao, Misamis Occidental",126,F,True,3000.0,PHP,75,partner,shared,2.0,False,189.0
374,en,paid,125,Fish Selling,Food,Philippines,"Manil, Leon B. Postigo, Zamboanga Del Norte",126,F,True,5000.0,PHP,125,partner,shared,2.0,False,200.0
375,en,paid,350,Grocery Store,Food,Ghana,Sefwi Wiawso,88,F,True,500.0,GHS,350,partner,partner,1.0,False,211.0
376,en,paid,225,Pigs,Agriculture,Philippines,"Plaridel, Misamis Occidental",126,F,True,10000.0,PHP,225,partner,shared,1.0,False,203.0
377,en,paid,350,Food Production/Sales,Food,Ghana,Sefwi Wiawso,88,F,True,500.0,GHS,350,partner,partner,2.0,False,211.0
378,en,paid,425,Food Production/Sales,Food,Ghana,Sefwi Wiawso,88,F,True,600.0,GHS,425,partner,partner,1.0,False,211.0
379,en,paid,625,Food Market,Food,Ghana,Accra,88,F,True,900.0,GHS,625,partner,partner,1.0,False,211.0
380,en,paid,550,Food Market,Food,Ghana,Accra,88,F,True,800.0,GHS,550,partner,partner,1.0,False,211.0
381,,paid,750,Retail,Retail,Mali,Sikasso,78,F,True,350000.0,XOF,750,partner,partner,2.0,False,216.0
382,,paid,475,Retail,Retail,Tajikistan,Gissar,63,F,True,2000.0,TJS,475,lender,partner,1.0,False,213.0
383,,paid,3975,Animal Sales,Agriculture,Mexico,"Piedras Negras, Ver.",130,M,True,53000.0,MXN,3975,partner,partner,2.0,False,127.0
384,,paid,800,Retail,Retail,Nicaragua,Masaya,120,F,True,15500.0,NIO,800,partner,partner,2.0,False,146.0
385,,paid,650,Retail,Retail,Nicaragua,Masaya,120,M,True,12500.0,NIO,650,partner,partner,2.0,False,177.0
